rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,week
19,spotify:track:6o3QUC5oAE4g6WxRIFcZtb,Juice WRLD,Wishing Well,7,8,3,17904985,7/30/2020
163,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,4,153,93,5033968,7/16/2020
153,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,4,137,92,4990268,7/9/2020
154,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,4,163,94,5151974,7/23/2020
168,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,4,154,95,4987966,7/30/2020
168,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,4,154,95,4987966,7/30/2020
178,spotify:track:7xQAfvXzm3AkraOtGPWIZg,Post Malone,Wow,2,156,81,4597836,7/9/2020
199,spotify:track:7xQAfvXzm3AkraOtGPWIZg,Post Malone,Wow,2,-1,82,4492207,7/23/2020
176,spotify:track:6EfBMJQwe2xLgldra6DaYp,6ix9ine,YAYA,139,139,2,4729070,7/16/2020
139,spotify:track:6EfBMJQwe2xLgldra6DaYp,6ix9ine,YAYA,139,-1,1,5428926,7/9/2020
95,spotify:track:0bjgQ24UZGwKikldIyEOgf,Pop Smoke,Yea Yea,95,-1,1,7112419,7/9/2020
80,spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,18,55,20,8362461,7/16/2020
55,spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,18,45,19,9095162,7/9/2020
78,spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,18,80,21,8035694,7/23/2020
107,spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,18,78,22,7335498,7/30/2020
107,spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,18,78,22,7335498,7/30/2020
152,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,152,-1,1,5199626,7/16/2020
124,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,124,152,2,5815581,7/23/2020
114,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,114,124,3,6921904,7/30/2020
114,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,114,124,3,6921904,7/30/2020
182,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,8,170,114,4676485,7/16/2020
170,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,8,152,113,4661475,7/9/2020
176,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,8,182,115,4707335,7/23/2020
197,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,8,176,116,4601526,7/30/2020
197,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,8,176,116,4601526,7/30/2020
178,spotify:track:16wAOAZ2OkqoIDN7TpChjR,Justin Bieber,Yummy,2,160,28,4713563,7/16/2020
160,spotify:track:16wAOAZ2OkqoIDN7TpChjR,Justin Bieber,Yummy,2,135,27,4843556,7/9/2020
191,spotify:track:16wAOAZ2OkqoIDN7TpChjR,Justin Bieber,Yummy,2,178,29,4599349,7/23/2020
115,spotify:track:37eGbhE1xVFSvcKkqGb6i1,Sean Paul,Contra La Pared,60,94,18,6507293,7/18/2019
94,spotify:track:37eGbhE1xVFSvcKkqGb6i1,Sean Paul,Contra La Pared,60,82,17,6784955,7/11/2019
82,spotify:track:37eGbhE1xVFSvcKkqGb6i1,Sean Paul,Contra La Pared,60,68,16,7615578,7/4/2019
118,spotify:track:37eGbhE1xVFSvcKkqGb6i1,Sean Paul,Contra La Pared,60,115,19,6088092,7/25/2019
117,spotify:track:37eGbhE1xVFSvcKkqGb6i1,Sean Paul,Contra La Pared,60,118,20,5874591,8/1/2019
140,spotify:track:5WnfnSpuNEGXyEt78PBA6d,Dreamville,Costa Rica with Bas and JID feat Guapdad 4000 Reese LAFLARE Jace Mez Smokepurpp Buddy and Ski Mask The Slump God,140,-1,1,5421875,7/11/2019
16,spotify:track:4wuCQX7JvAZLlrcmH4AeZF,Ed Sheeran,Cross Me feat Chance the Rapper and PnB Rock,9,41,8,18203708,7/18/2019
41,spotify:track:543bCW2ruMPmxUBWirQ3MR,Ed Sheeran,Cross Me feat Chance the Rapper and PnB Rock,9,25,7,10875404,7/11/2019
25,spotify:track:543bCW2ruMPmxUBWirQ3MR,Ed Sheeran,Cross Me feat Chance the Rapper and PnB Rock,9,23,6,14457782,7/4/2019
29,spotify:track:4wuCQX7JvAZLlrcmH4AeZF,Ed Sheeran,Cross Me feat Chance the Rapper and PnB Rock,9,16,9,12934499,7/25/2019
41,spotify:track:4wuCQX7JvAZLlrcmH4AeZF,Ed Sheeran,Cross Me feat Chance the Rapper and PnB Rock,9,29,10,10770922,8/1/2019
93,spotify:track:7anSoGdgtmJTAPZBzcPhO6,Dalex,Cuaderno,66,80,8,7465458,7/18/2019
80,spotify:track:7anSoGdgtmJTAPZBzcPhO6,Dalex,Cuaderno,66,76,7,7672207,7/11/2019
76,spotify:track:7anSoGdgtmJTAPZBzcPhO6,Dalex,Cuaderno,66,70,6,7891979,7/4/2019
89,spotify:track:7anSoGdgtmJTAPZBzcPhO6,Dalex,Cuaderno,66,93,9,7080445,7/25/2019
90,spotify:track:7anSoGdgtmJTAPZBzcPhO6,Dalex,Cuaderno,66,89,10,6943848,8/1/2019
156,spotify:track:6SYSu569pfYdkDT9A5lZqi,J Balvin,CUIDAO POR AHI,156,-1,1,5064508,7/4/2019
99,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,99,-1,1,6735680,7/25/2019
53,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,53,99,2,9145550,8/1/2019
187,spotify:track:6WkJ2OK163XXS2oARUC9JM,Aaron Smith,Dancin feat Luvli Krono Remix,101,176,20,4589950,7/18/2019
176,spotify:track:6WkJ2OK163XXS2oARUC9JM,Aaron Smith,Dancin feat Luvli Krono Remix,101,200,19,4620557,7/11/2019
200,spotify:track:6WkJ2OK163XXS2oARUC9JM,Aaron Smith,Dancin feat Luvli Krono Remix,101,191,18,4429229,7/4/2019
191,spotify:track:6WkJ2OK163XXS2oARUC9JM,Aaron Smith,Dancin feat Luvli Krono Remix,101,187,21,4463685,7/25/2019
75,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,Sam Smith,Dancing With A Stranger with Normani,7,69,27,8164613,7/18/2019
69,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,Sam Smith,Dancing With A Stranger with Normani,7,68,26,8361607,7/11/2019
68,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,Sam Smith,Dancing With A Stranger with Normani,7,62,25,8780714,7/4/2019
56,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,Sam Smith,Dancing With A Stranger with Normani,7,75,28,8703259,7/25/2019
63,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,Sam Smith,Dancing With A Stranger with Normani,7,56,29,7995198,8/1/2019
176,spotify:track:56f5qnyAlZdlz8wrUDA50h,Mau y Ricky,Desconocidos,34,164,36,4778641,7/18/2019
164,spotify:track:56f5qnyAlZdlz8wrUDA50h,Mau y Ricky,Desconocidos,34,173,35,4830227,7/11/2019
173,spotify:track:56f5qnyAlZdlz8wrUDA50h,Mau y Ricky,Desconocidos,34,152,34,4776161,7/4/2019
176,spotify:track:56f5qnyAlZdlz8wrUDA50h,Mau y Ricky,Desconocidos,34,176,37,4699613,7/25/2019
177,spotify:track:56f5qnyAlZdlz8wrUDA50h,Mau y Ricky,Desconocidos,34,176,38,4637017,8/1/2019
152,spotify:track:67xBtV07CC73eFw7z5oCvU,Chance the Rapper,Do You Remember,152,-1,1,5052724,8/1/2019
70,spotify:track:5WHTFyqSii0lmT9R21abT8,Mabel,Dont Call Me Up,11,55,24,8360495,7/18/2019
55,spotify:track:5WHTFyqSii0lmT9R21abT8,Mabel,Dont Call Me Up,11,56,23,9210144,7/11/2019
56,spotify:track:5WHTFyqSii0lmT9R21abT8,Mabel,Dont Call Me Up,11,50,22,9742685,7/4/2019
65,spotify:track:5WHTFyqSii0lmT9R21abT8,Mabel,Dont Call Me Up,11,70,25,7905802,7/25/2019
69,spotify:track:5WHTFyqSii0lmT9R21abT8,Mabel,Dont Call Me Up,11,65,26,7641729,8/1/2019
73,spotify:track:7ILEWkpfdK6AjH2D7jppWk,Chris Brown,Dont Check On Me feat Justin Bieber and Ink,39,56,3,8217403,7/18/2019
56,spotify:track:7ILEWkpfdK6AjH2D7jppWk,Chris Brown,Dont Check On Me feat Justin Bieber and Ink,39,39,2,9130805,7/11/2019
39,spotify:track:7ILEWkpfdK6AjH2D7jppWk,Chris Brown,Dont Check On Me feat Justin Bieber and Ink,39,-1,1,11863905,7/4/2019
66,spotify:track:7ILEWkpfdK6AjH2D7jppWk,Chris Brown,Dont Check On Me feat Justin Bieber and Ink,39,73,4,7888818,7/25/2019
79,spotify:track:7ILEWkpfdK6AjH2D7jppWk,Chris Brown,Dont Check On Me feat Justin Bieber and Ink,39,66,5,7314140,8/1/2019
198,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Journey,Dont Stop Believin,193,-1,3,4434897,7/25/2019
188,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Journey,Dont Stop Believin,188,198,4,4453896,8/1/2019
139,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Dont Stop Me Now Remastered 2011,51,131,38,5621712,7/18/2019
131,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Dont Stop Me Now Remastered 2011,51,128,37,5545276,7/11/2019
128,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Dont Stop Me Now Remastered 2011,51,122,36,5762143,7/4/2019
137,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Dont Stop Me Now Remastered 2011,51,139,39,5520841,7/25/2019
136,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Dont Stop Me Now Remastered 2011,51,137,40,5422609,8/1/2019
97,spotify:track:36J0iaPDGbYGsHvYpaYs3k,Dreamville,Down Bad feat JID Bas J Cole EARTHGANG and Young Nudy,97,-1,2,6622779,7/11/2019
175,spotify:track:78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard Lil Baby and Gunna,13,159,44,4795520,7/18/2019
159,spotify:track:78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard Lil Baby and Gunna,13,151,43,4970734,7/11/2019
151,spotify:track:78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard Lil Baby and Gunna,13,139,42,5246575,7/4/2019
170,spotify:track:78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard Lil Baby and Gunna,13,175,45,4768909,7/25/2019
157,spotify:track:78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard Lil Baby and Gunna,13,170,46,4901475,8/1/2019
73,spotify:track:5hVghJ4KaYES3BFUATCYn0,Tyler,EARFQUAKE,6,57,8,7964003,7/11/2019
57,spotify:track:5hVghJ4KaYES3BFUATCYn0,Tyler,EARFQUAKE,6,35,7,9684054,7/4/2019
93,spotify:track:5hVghJ4KaYES3BFUATCYn0,Tyler,EARFQUAKE,6,94,10,6955388,7/25/2019
100,spotify:track:5hVghJ4KaYES3BFUATCYn0,Tyler,EARFQUAKE,6,93,11,6402096,8/1/2019
94,spotify:track:5hVghJ4KaYES3BFUATCYn0,Tyler The Creator,EARFQUAKE,6,73,9,7454575,7/18/2019
87,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,5 Seconds of Summer,Easier,23,74,8,7711702,7/18/2019
74,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,5 Seconds of Summer,Easier,23,70,7,7940335,7/11/2019
70,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,5 Seconds of Summer,Easier,23,61,6,8323125,7/4/2019
96,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,5 Seconds of Summer,Easier,23,87,9,6907553,7/25/2019
92,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,5 Seconds of Summer,Easier,23,96,10,6794966,8/1/2019
96,spotify:track:7FGq80cy8juXBCD2nrqdWU,benny blanco,Eastside with Halsey and Khalid,4,86,53,7367702,7/18/2019
86,spotify:track:7FGq80cy8juXBCD2nrqdWU,benny blanco,Eastside with Halsey and Khalid,4,75,52,7410276,7/11/2019
75,spotify:track:7FGq80cy8juXBCD2nrqdWU,benny blanco,Eastside with Halsey and Khalid,4,72,51,7922436,7/4/2019
84,spotify:track:7FGq80cy8juXBCD2nrqdWU,benny blanco,Eastside with Halsey and Khalid,4,96,54,7208173,7/25/2019
84,spotify:track:7FGq80cy8juXBCD2nrqdWU,benny blanco,Eastside with Halsey and Khalid,4,84,55,7125425,8/1/2019
101,spotify:track:2VUTPdW21gPVVTEmvdSwos,Reynmen,Ela,101,-1,1,7025162,7/18/2019
150,spotify:track:2VUTPdW21gPVVTEmvdSwos,Reynmen,Ela,101,101,2,5274552,7/25/2019
192,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,192,-1,1,4526969,7/18/2019
193,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,192,192,2,4450451,7/25/2019
199,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,192,193,3,4374374,8/1/2019
63,spotify:track:1Bdptrvb7nQkq8kCw3siE9,Ed Sheeran,Feels feat Young Thug and J Hus,63,-1,1,8830186,7/18/2019
82,spotify:track:5Uw7Dut2lZfexn3Y09swpf,Mark Ronson,Find U Again feat Camila Cabello,41,89,7,7943914,7/18/2019
89,spotify:track:5Uw7Dut2lZfexn3Y09swpf,Mark Ronson,Find U Again feat Camila Cabello,41,77,6,7212526,7/11/2019
77,spotify:track:5Uw7Dut2lZfexn3Y09swpf,Mark Ronson,Find U Again feat Camila Cabello,41,75,5,7809111,7/4/2019
85,spotify:track:5Uw7Dut2lZfexn3Y09swpf,Mark Ronson,Find U Again feat Camila Cabello,41,82,8,7196109,7/25/2019
99,spotify:track:5Uw7Dut2lZfexn3Y09swpf,Mark Ronson,Find U Again feat Camila Cabello,41,85,9,6497931,8/1/2019
173,spotify:track:12iDo4Kdw9vA2X1lN3UTVu,Bazzi,Focus feat 21 Savage,107,162,4,4669789,7/11/2019
162,spotify:track:12iDo4Kdw9vA2X1lN3UTVu,Bazzi,Focus feat 21 Savage,107,135,3,4975793,7/4/2019
191,spotify:track:660eekzsNZ7sdATvfIsAkR,DJ Snake,Fuego with Sean Paul and Anitta feat Tainy,191,-1,1,4426272,8/1/2019
191,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,Kina,Get You The Moon feat Snow,95,180,11,4450735,7/11/2019
180,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,Kina,Get You The Moon feat Snow,95,148,10,4654568,7/4/2019
180,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,Giant with RagnBone Man,21,154,27,4723369,7/18/2019
154,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,Giant with RagnBone Man,21,144,26,5048387,7/11/2019
144,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,Giant with RagnBone Man,21,125,25,5386815,7/4/2019
182,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,Giant with RagnBone Man,21,180,28,4594580,7/25/2019
193,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,Giant with RagnBone Man,21,182,29,4422078,8/1/2019
111,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,Girls Like You feat Cardi B Cardi B Version,2,96,59,6576619,7/18/2019
96,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,Girls Like You feat Cardi B Cardi B Version,2,92,58,6709670,7/11/2019
92,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,Girls Like You feat Cardi B Cardi B Version,2,92,57,6993102,7/4/2019
107,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,Girls Like You feat Cardi B Cardi B Version,2,111,60,6434707,7/25/2019
104,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,Girls Like You feat Cardi B Cardi B Version,2,107,61,6319933,8/1/2019
55,spotify:track:1kK6DwzyXJSp58u5HYWwuD,YG,Go Loko feat Tyga Jon Z,38,49,11,9536625,7/18/2019
49,spotify:track:1kK6DwzyXJSp58u5HYWwuD,YG,Go Loko feat Tyga Jon Z,38,46,10,10056986,7/11/2019
46,spotify:track:1kK6DwzyXJSp58u5HYWwuD,YG,Go Loko feat Tyga Jon Z,38,49,9,10635932,7/4/2019
52,spotify:track:1kK6DwzyXJSp58u5HYWwuD,YG,Go Loko feat Tyga Jon Z,38,55,12,9099453,7/25/2019
77,spotify:track:1kK6DwzyXJSp58u5HYWwuD,YG,Go Loko feat Tyga Jon Z,38,52,13,7437222,8/1/2019
158,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,Gods Plan,1,152,78,5037223,7/18/2019
152,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,Gods Plan,1,148,77,5063000,7/11/2019
148,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,Gods Plan,1,132,76,5330801,7/4/2019
163,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,Gods Plan,1,158,79,4922431,7/25/2019
160,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,Gods Plan,1,163,80,4831501,8/1/2019
132,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Going Bad feat Drake,11,126,33,5785457,7/18/2019
126,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Going Bad feat Drake,11,115,32,5768714,7/11/2019
115,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Going Bad feat Drake,11,100,31,6222039,7/4/2019
128,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Going Bad feat Drake,11,132,34,5779609,7/25/2019
128,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Going Bad feat Drake,11,128,35,5610815,8/1/2019
58,spotify:track:4aPB8rSxGFISs0o6V2LrTy,Rick Ross,Gold Roses feat Drake,58,-1,1,8489195,8/1/2019
122,spotify:track:6uAm7pG66O1XesXS9bpHSF,Lizzo,Good as Hell,122,153,2,6131781,7/18/2019
153,spotify:track:6uAm7pG66O1XesXS9bpHSF,Lizzo,Good as Hell,153,-1,1,5059874,7/11/2019
83,spotify:track:6uAm7pG66O1XesXS9bpHSF,Lizzo,Good as Hell,83,122,3,7310787,7/25/2019
67,spotify:track:6uAm7pG66O1XesXS9bpHSF,Lizzo,Good as Hell,67,83,4,7700671,8/1/2019
4,spotify:track:6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes feat Young Thug,2,2,2,32776195,7/18/2019
2,spotify:track:6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes feat Young Thug,2,-1,1,37067320,7/11/2019
4,spotify:track:6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes feat Young Thug,2,4,3,29585478,7/25/2019
4,spotify:track:6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes feat Young Thug,2,4,4,27716031,8/1/2019
51,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,45,48,9920966,7/18/2019
45,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,43,47,10397089,7/11/2019
43,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,42,46,10719343,7/4/2019
50,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,51,49,9640741,7/25/2019
51,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,50,50,9353603,8/1/2019
199,spotify:track:5RgBnDtHKFHgtVdqabjGE3,Jax Jones,Harder with Bebe Rexha,199,-1,1,4484835,7/18/2019
113,spotify:track:6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding,Hate Me with Juice WRLD,92,92,3,6539205,7/18/2019
92,spotify:track:6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding,Hate Me with Juice WRLD,92,94,2,7050489,7/11/2019
94,spotify:track:6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding,Hate Me with Juice WRLD,94,-1,1,6895126,7/4/2019
75,spotify:track:6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding,Hate Me with Juice WRLD,75,113,4,7626183,7/25/2019
66,spotify:track:6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding,Hate Me with Juice WRLD,66,75,5,7734576,8/1/2019
159,spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila Cabello,Havana feat Young Thug,1,163,102,5022136,7/18/2019
163,spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila Cabello,Havana feat Young Thug,1,165,101,4895664,7/11/2019
165,spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila Cabello,Havana feat Young Thug,1,156,100,4921145,7/4/2019
161,spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila Cabello,Havana feat Young Thug,1,159,103,4951751,7/25/2019
153,spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila Cabello,Havana feat Young Thug,1,161,104,4998601,8/1/2019
137,spotify:track:5EgYDyMDCi8X0zDydTF7Rb,BTS,Heartbeat BTS World Original Soundtrack,137,-1,1,5512091,7/4/2019
88,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,Avicii,Heaven,13,66,6,7704066,7/18/2019
66,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,Avicii,Heaven,13,44,5,8589811,7/11/2019
44,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,Avicii,Heaven,13,32,4,10679117,7/4/2019
115,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,Avicii,Heaven,13,88,7,6145775,7/25/2019
131,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,Avicii,Heaven,13,115,8,5487016,8/1/2019
112,spotify:track:5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me,16,91,19,6546909,7/18/2019
91,spotify:track:5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me,16,86,18,7140209,7/11/2019
86,spotify:track:5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me,16,76,17,7462517,7/4/2019
114,spotify:track:5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me,16,112,20,6177083,7/25/2019
120,spotify:track:5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me,16,114,21,5801885,8/1/2019
100,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic At The Disco,High Hopes,9,87,56,7130892,7/18/2019
87,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic At The Disco,High Hopes,9,81,55,7305215,7/11/2019
81,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic At The Disco,High Hopes,9,71,54,7738593,7/4/2019
94,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic At The Disco,High Hopes,9,100,57,6930329,7/25/2019
93,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic At The Disco,High Hopes,9,94,58,6764199,8/1/2019
43,spotify:track:6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love,31,35,3,11388164,7/18/2019
35,spotify:track:6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love,31,31,2,11484679,7/11/2019
31,spotify:track:6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love,31,-1,1,13369617,7/4/2019
38,spotify:track:6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love,31,43,4,11497837,7/25/2019
40,spotify:track:6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love,31,38,5,10808453,8/1/2019
130,spotify:track:0nFCpnM7nistUWXRZpzOWM,MACHETE,HO PAURA DI USCIRE 2 prod Mace,130,-1,1,5616755,7/11/2019
170,spotify:track:7M2tXmeS15NAzEn7ABFeBg,Logic,Homicide feat Eminem,3,147,11,4871123,7/18/2019
147,spotify:track:2MuMD298IpYqKF367wegUd,Logic,Homicide feat Eminem,3,127,10,5237366,7/11/2019
127,spotify:track:2MuMD298IpYqKF367wegUd,Logic,Homicide feat Eminem,3,144,9,5765224,7/4/2019
197,spotify:track:7M2tXmeS15NAzEn7ABFeBg,Logic,Homicide feat Eminem,3,170,12,4435899,7/25/2019
65,spotify:track:00ko9WaS4jOX1kEk3gvHjf,Chance the Rapper,Hot Shower,65,-1,1,7831991,8/1/2019
9,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep,9,-1,1,20565888,7/25/2019
8,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep,8,9,2,22140829,8/1/2019
84,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,Maluma,HP,18,72,20,7874703,7/18/2019
72,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,Maluma,HP,18,67,19,8109121,7/11/2019
67,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,Maluma,HP,18,60,18,8810806,7/4/2019
76,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,Maluma,HP,18,84,21,7606153,7/25/2019
89,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,Maluma,HP,18,76,22,6944065,8/1/2019
2,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Dont Care with Justin Bieber,1,3,10,38459324,7/18/2019
3,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,I Dont Care with Justin Bieber,1,2,9,34332695,7/11/2019
2,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,I Dont Care with Justin Bieber,1,2,8,37315688,7/4/2019
2,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Dont Care with Justin Bieber,1,2,11,31405904,7/25/2019
5,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Dont Care with Justin Bieber,1,2,12,27692708,8/1/2019
86,spotify:track:3FHXUqaUer9o231Je1zxIN,Ed Sheeran,I Dont Want Your Money feat HER,86,-1,1,7714728,7/18/2019
144,spotify:track:58q2HKrzhC3ozto2nDdN4z,Cardi B,I Like It,2,136,67,5442757,7/18/2019
136,spotify:track:58q2HKrzhC3ozto2nDdN4z,Cardi B,I Like It,2,126,66,5484571,7/11/2019
126,spotify:track:58q2HKrzhC3ozto2nDdN4z,Cardi B,I Like It,2,120,65,5790409,7/4/2019
145,spotify:track:58q2HKrzhC3ozto2nDdN4z,Cardi B,I Like It,2,144,68,5305158,7/25/2019
149,spotify:track:58q2HKrzhC3ozto2nDdN4z,Cardi B,I Like It,2,145,69,5152538,8/1/2019
142,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,29,143,111,5535728,7/18/2019
143,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,29,140,110,5343148,7/11/2019
140,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,29,124,109,5445990,7/4/2019
146,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,29,142,112,5304512,7/25/2019
